c_table_cd;c_table_name;c_protected_access;c_hlevel;c_fullname;c_name;c_synonym_cd;c_visualattributes;c_totalnum;c_basecode;c_metadataxml;c_facttablecolumn;c_dimtablename;c_columnname;c_columndatatype;c_operator;c_dimcode;c_comment;c_tooltip;c_entry_date;c_change_date;c_status_cd;valuetype_cd;c_ontology_protection
demographics;i2b2;N;0;\i2b2\Demographics\;Demographics;N;CA ;NULL;NULL;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\i2b2\Demographics\;NULL;Demographics;NULL;NULL;NULL;NULL;NULL
